FILENAME;WORKSHEET;CELL;FAULTY;CELL_COLUMN;CELL_DISTANCE_TO_RELATIVE_COLUMN_BOOLEAN;CELL_DISTANCE_TO_RELATIVE_ROW_BOOLEAN;CELL_INCOMING_AREA_REFERENCES;CELL_INCOMING_CELL_REFERENCES;CELL_INCOMING_REFERENCES;CELL_INCOMING_REFERENCES_FROM_OTHER_WORKSHEETS;CELL_ROW;CELL_STANDARD_DEVIATION_COLUMN;CELL_STANDARD_DEVIATION_ROW;CELL_SUCCESSORS;CELL_SUCCESSORS_IN_OTHER_WORKSHEETS;FORMULACELL_CONDITIONAL_CONSTRUCT_COMPLEXITY;FORMULACELL_DISPERSION_OF_REFERENCES;FORMULACELL_LONGEST_CALCULATION_CHAIN;FORMULACELL_PREDECESSORS;FORMULACELL_PREDECESSORS_DISTANT;FORMULACELL_PREDECESSORS_EMPTY;FORMULACELL_PREDECESSORS_IN_DIFFERENT_COLUMNS;FORMULACELL_PREDECESSORS_IN_DIFFERENT_ROWS;FORMULACELL_PREDECESSORS_IN_OTHER_WORKSHEETS;FORMULACELL_PREDECESSORS_MIDDLEMAN;FORMULACELL_PREDECESSORS_REVERSE;FORMULACELL_RANGE_HEIGHT_GROWTH_CUMMULATIVE;FORMULACELL_RANGE_WIDTH_GROWTH_CUMMULATIVE;FORMULACELL_REACHABILITY;FORMULACELL_REACHABILITY_AVERAGE;FORMULACELL_REFERENCES_TO_OTHER_WORKSHEETS;FORMULACELL_REFERENCE_DISTANCE;FORMULACELL_REFERENCE_SPREADING_COLUMN;FORMULACELL_REFERENCE_SPREADING_ROW;FORMULACELL_REFERENCE_SPREADING_WORKSHEET;FORMULACELL_SIMILAR_CALCULATIONS;FORMULACELL_SIMILAR_FORMULAS;FORMULA_CONDITIONAL_COMPLEXITY;FORMULA_CONDITIONAL_OPERATIONS;FORMULA_DECISON_COUNT;FORMULA_LENGTH;FORMULA_NESTING_LEVEL_AVERAGE;FORMULA_NESTING_LEVEL_MAX;FORMULA_NUMBER_OF_AREA_REFERENCES;FORMULA_NUMBER_OF_BINARY_OPERATORS;FORMULA_NUMBER_OF_CELL_REFERENCES;FORMULA_NUMBER_OF_CONSTANTS;FORMULA_NUMBER_OF_FUNCTIO_OPERATORS;FORMULA_NUMBER_OF_NAME_REFERENCES;FORMULA_NUMBER_OF_OPERANDS;FORMULA_NUMBER_OF_OPERATORS;FORMULA_NUMBER_OF_PARENTHESIS_OPERATORS;FORMULA_NUMBER_OF_PERCENT_OPERATORS;FORMULA_NUMBER_OF_RANGE_REFERENCES;FORMULA_NUMBER_OF_REFERENCES;FORMULA_NUMBER_OF_UNARY_OPERATORS;FORMULA_NUMBER_OF_UNION_REFERENCES;WORKSHEET_CELLS;WORKSHEET_CELLS_FORMULA;WORKSHEET_COLUMNS;WORKSHEET_FORMULAS_UNIQUE;WORKSHEET_POSITION;WORKSHEET_PREDECESSORS;WORKSHEET_PREDECESSORS_IN_OTHER_WORKSHEETS;WORKSHEET_ROWS;WORKSHEET_SUCCESSORS;WORKSHEET_SUCCESSORS_IN_OTHER_WORKSHEETS
04.properties;Sheet1;E53;FALSE;5;1;3;1;0;1;0;53;1.7525043539221954;0.3779769977968957;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H56;FALSE;8;1;3;1;0;1;0;56;1.5932789851564877;0.3779072994400238;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B49;FALSE;2;1;3;0;1;1;0;49;0.8292058106700885;2.2677868377894024;1;0;1;0.0;44;1;0;0;0;1;0;0;0;0;0;1;0.022222222222222223;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E54;FALSE;5;1;3;1;0;1;0;54;1.486973391206711;0.377987588317906;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H55;FALSE;8;1;3;1;0;1;0;55;1.7794459551845097;0.377904064649692;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B52;FALSE;2;1;3;0;1;1;0;52;1.0022705442945246;2.2677868378292594;1;0;1;0.0;47;1;0;0;0;1;0;0;0;0;0;1;0.020833333333333332;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H54;FALSE;8;1;3;1;0;1;0;54;1.2209450451004435;0.3779135910330496;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E55;FALSE;5;1;3;1;0;1;0;55;1.486973391206711;0.37799235311281015;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B51;FALSE;2;1;3;0;1;1;0;51;0.9458363920256867;2.267786837835832;1;0;1;0.0;46;1;0;0;0;1;0;0;0;0;0;1;0.02127659574468085;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H53;FALSE;8;1;3;1;0;1;0;53;0.0024379007979860277;0.37793459787747546;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E56;FALSE;5;1;3;1;0;1;0;56;1.486973391206711;0.3779907376156683;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E49;FALSE;5;1;3;1;0;1;0;49;0.5841681179740666;0.37797323862107124;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H52;FALSE;8;1;3;1;0;1;0;52;0.81359398449151;0.3779479994674095;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B54;FALSE;2;1;3;0;1;1;0;54;1.1170199872411615;2.2677868362903486;1;0;1;0.0;49;1;0;0;0;1;0;0;0;0;0;1;0.02;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E50;FALSE;5;1;3;1;0;1;0;50;0.5841681179740666;0.3779732315749458;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H51;FALSE;8;1;3;1;0;1;0;51;0.7205104994774988;0.377946387155147;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B53;FALSE;2;1;3;0;1;1;0;53;1.0605858349723236;2.2677868372873893;1;0;1;0.0;48;1;0;0;0;1;0;0;0;0;0;1;0.02040816326530612;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H50;FALSE;8;1;3;1;0;1;0;50;0.5609388108820517;0.3779436283879709;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E51;FALSE;5;1;3;1;0;1;0;51;0.5841681179740666;0.37797185353997875;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B56;FALSE;2;1;3;0;1;1;0;56;1.2336505685967598;2.267786835424462;1;0;1;0.0;51;1;0;0;0;1;0;0;0;0;0;1;0.019230769230769232;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H49;FALSE;8;1;3;1;0;1;0;49;0.5609388108820517;0.3779436116186869;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E52;FALSE;5;1;3;1;0;1;0;52;0.5841681179740666;0.377971048673817;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B55;FALSE;2;1;3;0;1;1;0;55;1.1753352779189608;2.2677868352730584;1;0;1;0.0;50;1;0;0;0;1;0;0;0;0;0;1;0.0196078431372549;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B58;FALSE;2;1;3;0;1;1;0;58;1.344637734725474;2.2677868378012667;1;0;1;0.0;53;1;0;0;0;1;0;0;0;0;0;1;0.018518518518518517;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E61;FALSE;5;1;3;1;0;1;0;61;0.371743347801679;0.37797306568296335;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H64;FALSE;8;1;3;1;0;1;0;64;0.81359398449151;0.3779481989163363;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B57;FALSE;2;1;3;0;1;1;0;57;1.286322444047675;2.2677868371558425;1;0;1;0.0;52;1;0;0;0;1;0;0;0;0;0;1;0.018867924528301886;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E62;FALSE;5;1;3;1;0;1;0;62;0.371743347801679;0.3779730588406116;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H63;FALSE;8;1;3;1;0;1;0;63;0.7205104994774988;0.3779466018624406;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B60;FALSE;2;1;3;0;1;1;0;60;1.4593871776721112;2.267786837860363;1;0;1;0.0;55;1;0;0;0;1;0;0;0;0;0;1;0.017857142857142856;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H62;FALSE;8;1;3;1;0;1;0;62;0.5609388108820517;0.37794386913216865;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E63;FALSE;5;1;3;1;0;1;0;63;0.371743347801679;0.37797169385301077;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B59;FALSE;2;1;3;0;1;1;0;59;1.401071886994312;2.26778683786063;1;0;1;0.0;54;1;0;0;0;1;0;0;0;0;0;1;0.01818181818181818;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H61;FALSE;8;1;3;1;0;1;0;61;0.5609388108820517;0.3779438527120953;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E64;FALSE;5;1;3;1;0;1;0;64;0.371743347801679;0.37797089664423295;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E57;FALSE;5;1;3;1;0;1;0;57;1.486973391206711;0.37797866478208225;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H60;FALSE;8;1;3;1;0;1;0;60;0.8135939844915099;0.377948147840348;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B62;FALSE;2;1;3;0;1;1;0;62;1.5741366206187482;2.2677868377957076;1;0;1;0.0;57;1;0;0;0;1;0;0;0;0;0;1;0.017241379310344827;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E58;FALSE;5;1;3;1;0;1;0;58;0.371743347801679;0.37797160868832064;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H59;FALSE;8;1;3;1;0;1;0;59;0.8401892659240844;0.377948588964545;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B61;FALSE;2;1;3;0;1;1;0;61;1.515821329940949;2.2677868377952937;1;0;1;0.0;56;1;0;0;0;1;0;0;0;0;0;1;0.017543859649122806;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H58;FALSE;8;1;3;1;0;1;0;58;0.7338081401937863;0.37794675865202215;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E59;FALSE;5;1;3;1;0;1;0;59;0.371743347801679;0.37797069487720064;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B64;FALSE;2;1;3;0;0;0;0;64;1.688886063565385;2.2677868378341715;0;0;1;0.0;59;1;0;0;0;1;0;0;0;0;0;1;0.016666666666666666;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;H57;FALSE;8;1;3;1;0;1;0;57;0.18372906923003604;0.37793144934669554;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;E60;FALSE;5;1;3;1;0;1;0;60;0.371743347801679;0.3779709168109614;1;0;1;0.0;1;2;0;0;2;0;0;0;0;0;0;2;0.6666666666666666;0;3;2;0;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;464;199;14;22;1;419;0;75;199;0
04.properties;Sheet1;B63;FALSE;2;1;3;0;1;1;0;63;1.6324519112965472;2.2677868378407067;1;0;1;0.0;58;1;0;0;0;1;0;0;0;0;0;1;0.01694915254237288;0;1;0;1;0;0;0;1;0;0;4;0.75;1;0;0;1;2;1;0;3;1;0;0;0;1;0;0;464;199;14;22;1;419;0;75;199;0
05.properties;jul01;R18;FALSE;18;1;1;1;3;4;0;18;0.0;0.4806640504701157;4;0;1;0.0;6;1;0;0;0;1;0;1;0;0;0;1;0.14285714285714285;0;1;0;1;0;0;1;1;0;0;1;0.0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;L12;FALSE;12;1;1;4;2;6;0;12;0.18729262670486493;0.186657449034474;6;0;1;0.0;2;1;0;0;1;0;0;0;0;0;0;7;0.7777777777777778;0;1;1;0;0;0;4;1;0;0;3;0.6666666666666666;1;0;1;1;1;0;0;2;1;0;0;0;1;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;M13;FALSE;13;1;1;1;2;3;0;13;0.19376403924751087;0.25273398761770116;3;0;1;0.6321205588285577;3;2;0;0;2;1;0;0;0;0;0;8;0.7272727272727273;0;21;10;10;0;0;6;1;0;0;6;1.6666666666666667;3;0;2;2;1;0;0;3;3;1;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;P16;FALSE;16;1;1;1;2;3;0;16;0.0;0.4830513368142721;3;0;1;0.0;4;1;0;0;0;1;0;1;0;0;0;1;0.2;0;1;0;1;0;0;1;1;0;0;1;0.0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;S19;FALSE;19;1;1;1;4;5;0;19;0.16850400012030076;0.4641742586744941;5;0;1;0.0;7;1;0;0;0;1;0;1;0;0;0;1;0.125;0;1;0;1;0;0;1;1;0;0;1;0.0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;U21;FALSE;21;1;1;1;2;3;0;21;0.17093926681549565;0.30224013949353135;3;0;2;0.9531123047800115;4;2;1;0;2;1;0;0;0;0;0;10;0.6666666666666666;0;43;18;17;0;0;2;2;1;0;6;1.1666666666666667;2;0;1;4;0;1;0;4;2;0;0;0;4;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;V22;FALSE;22;1;1;1;2;3;0;22;0.020013057989736866;0.5045242346400471;3;0;4;0.0;5;2;0;0;2;0;0;0;0;0;0;18;0.6666666666666666;0;10;9;0;0;0;7;2;1;0;15;2.8666666666666667;5;0;4;4;3;1;0;7;8;3;0;0;4;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;X24;FALSE;24;1;2;1;2;3;0;24;0.1401977034185789;0.5161728419654391;3;0;6;0.0;13;2;0;0;2;0;0;1;0;0;0;19;0.4634146341463415;0;7;5;0;0;0;5;2;1;0;8;1.375;2;0;2;4;1;1;0;5;3;0;0;0;4;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;Z26;FALSE;26;1;1;1;2;3;0;26;0.16852782986023668;0.2974075869581758;3;0;8;0.9949582397403091;16;3;1;0;3;1;0;0;0;0;0;30;0.5;0;53;23;23;0;0;7;1;0;0;8;2.125;4;0;3;3;1;0;0;4;4;1;0;0;3;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AA27;FALSE;27;1;1;1;1;2;0;27;0.7596016227713118;0.46636058573121864;2;0;10;0.0;17;2;0;0;2;0;0;0;0;0;0;37;0.5138888888888888;0;8;5;0;0;0;5;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AC29;FALSE;29;1;1;1;1;2;0;29;0.15011150299859197;0.10637530101403105;2;0;8;0.0;20;3;2;0;3;0;0;2;0;0;0;32;0.32989690721649484;0;28;14;0;0;0;2;1;0;0;5;1.2;2;0;2;3;0;0;0;3;2;0;0;0;3;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AD30;FALSE;30;1;1;1;1;2;0;30;0.29748867839150966;0.5090205441310799;2;0;10;0.0;21;3;2;0;3;0;0;2;0;0;0;39;0.34210526315789475;0;28;14;0;0;0;2;1;0;0;5;1.2;2;0;2;3;0;0;0;3;2;0;0;0;3;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AF32;FALSE;32;1;1;1;1;2;0;32;0.0;0.5041518796662581;2;0;1;0.9471342712616496;21;2;2;0;2;1;0;1;0;0;0;2;0.08695652173913043;0;49;14;21;0;0;1;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AG33;FALSE;33;1;1;1;1;2;0;33;0.17677669529663687;0.43294508077945054;2;0;1;0.9540407433509558;22;2;2;0;2;1;0;1;0;0;0;2;0.08333333333333333;0;50;14;22;0;0;1;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AI35;FALSE;35;1;1;1;1;2;0;35;0.18034471456709752;1.3614781763110417;2;0;8;0.7630722413178782;27;2;0;0;2;1;0;0;0;0;0;33;0.28205128205128205;0;36;6;24;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AJ36;FALSE;36;1;1;1;1;2;0;36;0.30162736487270353;0.4962034815035397;2;0;10;0.7768698398515702;28;2;0;0;2;1;0;0;0;0;0;40;0.29850746268656714;0;37;6;25;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AL38;FALSE;38;1;2;1;0;1;0;38;0.16728716285039988;0.4082458994236127;1;0;1;0.0;3;2;2;0;1;1;0;0;0;0;0;8;0.7272727272727273;0;53;26;27;0;0;0;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AN40;FALSE;40;1;2;1;0;1;0;40;0.20050515260461713;1.2730295393033462;1;0;18;0.0;33;4;0;0;4;0;0;0;0;0;0;77;0.22580645161290322;0;24;8;0;0;0;5;1;0;0;7;1.7142857142857142;3;0;3;4;0;0;0;4;3;0;0;0;4;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;AP42;FALSE;42;1;2;1;0;1;0;42;0.2940807921371487;0.4807216000033053;1;0;8;0.9999996337684305;33;2;2;0;2;1;0;0;0;0;0;32;0.4;0;93;39;38;0;0;1;1;0;0;3;0.6666666666666666;1;0;1;2;0;0;0;2;1;0;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;S20;FALSE;19;1;1;1;4;5;0;20;0.16850400012030076;0.4852386586402272;5;0;1;0.0;8;1;0;0;0;1;0;1;0;0;0;1;0.1111111111111111;0;1;0;1;0;0;1;1;0;0;1;0.0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;M14;FALSE;13;1;1;1;2;3;0;14;0.2073871443125151;0.23094971838597914;3;0;1;0.6671289163019205;3;2;0;0;2;1;0;0;0;0;0;8;0.7272727272727273;0;22;10;11;0;0;6;1;0;0;6;1.6666666666666667;3;0;2;2;1;0;0;3;3;1;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;C4;FALSE;3;25;10;0;2;2;0;4;2.1253197565716198;-0.0;62;0;1;0.0;1;2;0;0;0;2;0;0;1;0;0;2;0.6666666666666666;0;2;0;2;0;0;4;1;0;0;6;1.6666666666666667;3;0;2;2;1;0;0;3;3;1;0;0;2;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;K12;FALSE;11;1;1;1;1;2;0;12;0.1941377403839573;0.1760262650583064;2;0;1;0.0;1;7;0;0;7;0;0;0;0;0;6;7;0.875;0;28;7;0;0;0;0;1;0;0;2;0.5;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;1064;681;92;25;1;915;0;49;680;0
05.properties;jul01;P15;FALSE;16;1;2;1;2;3;0;15;0.0;0.4612849812722824;3;0;1;0.0;3;1;0;0;0;1;0;1;0;0;0;1;0.25;0;1;0;1;0;0;1;1;0;0;1;0.0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1064;681;92;25;1;915;0;49;680;0
